"ID","layer","x","y","weight","region"
1,NA,-1471381.21208105,1608109.2052572,0.399999991059303,"Basin"
1,NA,-1458110.26394358,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1444839.31580611,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1431568.36766863,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1418297.41953116,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1405026.47139369,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1391755.52325622,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1378484.57511874,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1365213.62698127,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1351942.6788438,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1338671.73070632,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1325400.78256885,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1312129.83443138,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1298858.88629391,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1285587.93815643,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1272316.99001896,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1259046.04188149,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1245775.09374401,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1232504.14560654,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1219233.19746907,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1205962.24933159,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1192691.30119412,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1179420.35305665,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1166149.40491918,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1152878.4567817,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1139607.50864423,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1126336.56050676,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1113065.61236928,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1099794.66423181,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1086523.71609434,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1073252.76795687,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1059981.81981939,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1046710.87168192,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1033439.92354445,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1020168.97540697,1608109.2052572,0.999999977648258,"Basin"
1,NA,-1006898.0272695,1608109.2052572,0.999999977648258,"Basin"
1,NA,-993627.079132027,1608109.2052572,0.999999977648258,"Basin"
1,NA,-980356.130994554,1608109.2052572,0.999999977648258,"Basin"
1,NA,-967085.182857081,1608109.2052572,0.999999977648258,"Basin"
1,NA,-953814.234719608,1608109.2052572,0.999999977648258,"Basin"
1,NA,-940543.286582135,1608109.2052572,0.999999977648258,"Basin"
1,NA,-927272.338444662,1608109.2052572,0.999999977648258,"Basin"
1,NA,-914001.390307189,1608109.2052572,0.999999977648258,"Basin"
1,NA,-900730.442169716,1608109.2052572,0.999999977648258,"Basin"
1,NA,-887459.494032243,1608109.2052572,0.999999977648258,"Basin"
1,NA,-874188.54589477,1608109.2052572,0.999999977648258,"Basin"
1,NA,-860917.597757297,1608109.2052572,0.999999977648258,"Basin"
1,NA,-847646.649619824,1608109.2052572,0.999999977648258,"Basin"
1,NA,-834375.701482352,1608109.2052572,0.999999977648258,"Basin"
1,NA,-821104.753344879,1608109.2052572,0.999999977648258,"Basin"
1,NA,-807833.805207406,1608109.2052572,0.999999977648258,"Basin"
1,NA,-794562.857069933,1608109.2052572,0.999999977648258,"Basin"
1,NA,-781291.90893246,1608109.2052572,0.999999977648258,"Basin"
1,NA,-768020.960794987,1608109.2052572,0.999999977648258,"Basin"
1,NA,-754750.012657514,1608109.2052572,0.999999977648258,"Basin"
1,NA,-741479.064520041,1608109.2052572,0.999999977648258,"Basin"
1,NA,-728208.116382568,1608109.2052572,0.999999977648258,"Basin"
1,NA,-714937.168245095,1608109.2052572,0.999999977648258,"Basin"
1,NA,-701666.220107622,1608109.2052572,0.999999977648258,"Basin"
1,NA,-688395.271970149,1608109.2052572,0.999999977648258,"Basin"
1,NA,-675124.323832676,1608109.2052572,0.999999977648258,"Basin"
1,NA,-661853.375695203,1608109.2052572,0.999999977648258,"Basin"
1,NA,-648582.42755773,1608109.2052572,0.999999977648258,"Basin"
1,NA,-635311.479420257,1608109.2052572,0.399999991059303,"Basin"
1,NA,-250453.983433541,1608109.2052572,0.599999986588955,"Basin"
1,NA,-237183.035296068,1608109.2052572,0.999999977648258,"Basin"
1,NA,-223912.087158595,1608109.2052572,0.999999977648258,"Basin"
1,NA,-210641.139021122,1608109.2052572,0.999999977648258,"Basin"
1,NA,-197370.190883649,1608109.2052572,0.999999977648258,"Basin"
1,NA,-184099.242746176,1608109.2052572,0.999999977648258,"Basin"
1,NA,-170828.294608703,1608109.2052572,0.999999977648258,"Basin"
1,NA,-157557.34647123,1608109.2052572,0.999999977648258,"Basin"
1,NA,-144286.398333757,1608109.2052572,0.999999977648258,"Basin"
1,NA,-131015.450196285,1608109.2052572,0.999999977648258,"Basin"
1,NA,-117744.502058811,1608109.2052572,0.999999977648258,"Basin"
1,NA,-104473.553921339,1608109.2052572,0.999999977648258,"Basin"
1,NA,-91202.6057838656,1608109.2052572,0.999999977648258,"Basin"
1,NA,-77931.6576463927,1608109.2052572,0.999999977648258,"Basin"
